pop_idx,regime,rho,beta,N,T,sigma,jaccard,beta,alpha,epsilon,nr_pop,nr_ind
,partial,0.0,0.0,200.0,20.0,1.0,0.00499999999999994,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005292929292929223,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0052626262626261945,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595906,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004939393939393881,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004888888888888837,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005393939393939318,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595903,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0046767676767676325,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050101010101009525,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004868686868686819,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0046161616161615755,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005090909090909027,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004979797979797936,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004989898989898934,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00501010101010095,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004636363636363598,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005232323232323162,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00511111111111105,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004898989898989848,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005151515151515087,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005121212121212059,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595907,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00529292929292922,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616097,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0053030303030302305,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0051818181818181165,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005191919191919124,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005292929292929213,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005171717171717104,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004666666666666627,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0044444444444444115,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0049595959595959,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005191919191919121,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005343434343434264,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00524242424242417,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0053838383838383085,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004656565656565618,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005171717171717098,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005141414141414074,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004969696969696916,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005040404040403979,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004909090909090859,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005333333333333253,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005060606060606001,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00499999999999994,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004777777777777727,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004999999999999942,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004737373737373694,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00528282828282821,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616094,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005080808080808019,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0046161616161615755,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004989898989898934,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004898989898989845,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0052323232323231595,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004858585858585805,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004848484848484796,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050202020202019595,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005353535353535285,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005414141414141345,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616098,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005141414141414079,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004909090909090857,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005050505050504986,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050303030303029735,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004848484848484799,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005090909090909028,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004858585858585805,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004979797979797923,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004717171717171675,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005060606060606005,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005090909090909031,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004949494949494895,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004878787878787829,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005444444444444364,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005111111111111048,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616091,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004696969696969653,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004373737373737349,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0048080808080807605,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004838383838383788,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00478787878787874,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0047171717171716745,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004676767676767635,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0049696969696969165,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005313131313131233,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005010101010100953,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0048989898989898455,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004868686868686822,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005111111111111045,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595903,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050505050505049885,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004888888888888834,0.0,0.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005020202020201958,0.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.20231313131313686,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.22188888888888988,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.21474747474747669,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2031212121212145,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16105050505050703,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16654545454545888,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13434343434343268,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13804040404040294,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.15332323232323342,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.14599999999999985,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13417171717171458,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.12894949494949287,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1875858585858605,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13532323232323096,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1440404040404017,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1188585858585837,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16677777777777653,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.18717171717171713,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2189393939393959,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.25229292929292907,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.20158585858585942,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1237878787878769,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17212121212121576,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1624444444444472,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1480505050505032,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.18513131313131473,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.11037373737373524,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1481717171717145,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16444444444444478,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2524848484848485,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16224242424242338,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.12251515151514863,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16285858585858398,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16909090909090713,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.3062121212121252,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.15631313131313035,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1680606060606085,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.23655555555555707,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2607070707070715,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16575757575757816,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17942424242424332,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13256565656565358,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.14414141414141268,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.07415151515151414,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1648888888888913,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.12549494949494694,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.20859595959596877,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.26702020202020404,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.12174747474747151,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.23812121212121296,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.20252525252525372,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1862525252525267,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2528686868686883,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17787878787878858,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.14430303030302866,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.11930303030302908,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.19822222222222394,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.11118181818181681,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17698989898989848,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16428282828282664,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13896969696969513,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.18612121212121213,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17008080808080978,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.14464646464646172,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.10666666666666388,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1613434343434343,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.23715151515151545,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.15370707070707007,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.10613131313131102,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.19267676767676725,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.09608080808080628,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.12801010101009822,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17466666666667421,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2183131313131289,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1583333333333371,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1705252525252531,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.09810101010100876,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.18651515151515538,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.21588888888889163,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2692222222222235,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2078686868686898,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2076363636363667,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13699999999999823,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.12776767676767428,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.14214141414141096,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.15925252525252545,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17483838383838818,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.16483838383838642,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.15238383838383746,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2853232323232311,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.08976767676767473,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2859696969696985,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.17611111111111016,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.11169696969696746,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.18093939393939323,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.20771717171717613,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13044444444444217,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.13586868686868456,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.24523232323232322,5.0,0.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.23837373737373807,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3355454545454554,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.301242424242424,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.36558585858585824,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.31197979797979736,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3644040404040412,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.31813131313131315,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3321717171717173,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.34737373737373944,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.27494949494949433,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.2963232323232317,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.2827070707070712,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3545555555555556,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.32717171717171734,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.33520202020202194,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3677272727272708,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.27239393939394,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.378444444444446,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4226868686868676,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4211717171717174,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.36790909090909135,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.23936363636363744,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3847272727272709,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3617777777777781,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.28380808080808084,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.2876868686868682,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.32175757575757546,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.265444444444445,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.24945454545454535,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3151111111111116,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.37172727272727374,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3453131313131331,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.26853535353535457,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.28076767676767816,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.29088888888888936,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3441717171717164,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3394444444444467,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3828686868686882,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.31936363636363807,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.30184848484848475,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4319898989898976,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.34027272727272967,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4130606060606036,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3398282828282828,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.31154545454545596,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3240606060606069,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3967878787878802,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.43094949494949397,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4403737373737354,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3993838383838401,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.396646464646465,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4221313131313135,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3252929292929285,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3152727272727278,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.38250505050505423,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.34169696969697144,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.2675555555555568,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3625454545454536,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.348292929292929,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.38506060606060727,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.2982121212121218,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.23222222222222313,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3189090909090904,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.37202020202020286,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3136363636363644,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3149898989898984,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3050505050505055,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.30555555555555686,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.19646464646464828,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.32483838383838454,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3551010101010109,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.327080808080807,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.326232323232324,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.33012121212121254,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.36212121212121334,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.31003030303030216,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3572222222222246,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.31556565656565777,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.28550505050504993,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4329999999999976,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.34928282828282653,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.4259696969696988,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3791313131313135,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.29635353535353387,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.330676767676766,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3082626262626274,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.354151515151515,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.405858585858588,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.33559595959596034,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3444949494949505,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.34991919191919196,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.33220202020202116,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.34194949494949584,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.287414141414142,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.29947474747474734,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3632323232323247,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.25320202020202087,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.2946868686868693,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3592929292929291,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3196666666666662,5.0,0.0,100,,
,partial,0.5,5.0,200.0,20.0,4.0,0.3786464646464651,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.4548787878787876,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.5205757575757594,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.4229090909090921,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.45873737373737283,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.5513232323232335,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.44760606060605806,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.5395555555555569,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.4945151515151513,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.37211111111111234,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.3829797979797976,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.4611010101010105,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.5209292929292932,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.4667777777777789,5.0,0.0,100,,
,partial,0.0,5.0,200.0,20.0,4.0,0.3928181818181837,5.0,0.0,100,,
